 human_inf_a_1: "£unit_1£ Human Archer"
 wretched_inf_c_4: "£unit_4£ Wretched Spellcaster"
 wretched_inf_c_4DESCR: ""
 wretched_cav_a_4: "£unit_4£ Wretched Light Cavalry"
 wretched_cav_a_4DESCR: ""
 wretched_cav_b_4: "£unit_4£ Wretched Heavy Cavalry"
 wretched_cav_b_4DESCR: ""
 wretched_art_a_4: "£unit_4£ Wretched Catapult"
 wretched_art_a_4DESCR: ""
 wretched_art_b_4: "£unit_4£ Wretched Trebuchet"
 wretched_art_b_4DESCR: ""
 wretched_inf_a_5: "£unit_5£ Wretched Archer"
 wretched_inf_a_5DESCR: ""
 wretched_inf_b_5: "£unit_5£ Wretched Warrior"
 wretched_inf_b_5DESCR: ""
 wretched_inf_c_5: "£unit_5£ Wretched Spellcaster"
 wretched_inf_c_5DESCR: ""
 wretched_cav_a_5: "£unit_5£ Wretched Light Cavalry"
 wretched_cav_a_5DESCR: ""
 wretched_cav_b_5: "£unit_5£ Wretched Heavy Cavalry"
 wretched_cav_b_5DESCR: ""
 wretched_art_a_5: "£unit_5£ Wretched Catapult"
 wretched_art_a_5DESCR: ""
 wretched_art_b_5: "£unit_5£ Wretched Trebuchet"
 wretched_art_b_5DESCR: ""

 lost_one_inf_a_1: "£unit_1£ Lost One Archer"
 lost_one_inf_a_1DESCR: ""
 lost_one_inf_b_1: "£unit_1£ Lost One Warrior"
 lost_one_inf_b_1DESCR: ""
 lost_one_inf_c_1: "£unit_1£ Lost One Spellcaster"
 lost_one_inf_c_1DESCR: ""
 lost_one_cav_a_1: "£unit_1£ Lost One Light Cavalry"
 lost_one_cav_a_1DESCR: ""
 lost_one_cav_b_1: "£unit_1£ Lost One Heavy Cavalry"
 lost_one_cav_b_1DESCR: ""
 lost_one_art_a_1: "£unit_1£ Lost One Catapult"
 lost_one_art_a_1DESCR: ""
 lost_one_art_b_1: "£unit_1£ Lost One Trebuchet"
 lost_one_art_b_1DESCR: ""
 lost_one_inf_a_2: "£unit_2£ Lost One Archer"
 lost_one_inf_a_2DESCR: ""
 lost_one_inf_b_2: "£unit_2£ Lost One Warrior"
 lost_one_inf_b_2DESCR: ""
 lost_one_inf_c_2: "£unit_2£ Lost One Spellcaster"
 lost_one_inf_c_2DESCR: ""
 lost_one_cav_a_2: "£unit_2£ Lost One Light Cavalry"
 lost_one_cav_a_2DESCR: ""
 lost_one_cav_b_2: "£unit_2£ Lost One Heavy Cavalry"
 lost_one_cav_b_2DESCR: ""
 lost_one_art_a_2: "£unit_2£ Lost One Catapult"
 lost_one_art_a_2DESCR: ""
 lost_one_art_b_2: "£unit_2£ Lost One Trebuchet"
 lost_one_art_b_2DESCR: ""
 lost_one_inf_a_3: "£unit_3£ Lost One Archer"
 lost_one_inf_a_3DESCR: ""
 lost_one_inf_b_3: "£unit_3£ Lost One Warrior"
 lost_one_inf_b_3DESCR: ""
 lost_one_inf_c_3: "£unit_3£ Lost One Spellcaster"
 lost_one_inf_c_3DESCR: ""
 lost_one_cav_a_3: "£unit_3£ Lost One Light Cavalry"
 lost_one_cav_a_3DESCR: ""
 lost_one_cav_b_3: "£unit_3£ Lost One Heavy Cavalry"
 lost_one_cav_b_3DESCR: ""
 lost_one_art_a_3: "£unit_3£ Lost One Catapult"
 lost_one_art_a_3DESCR: ""
 lost_one_art_b_3: "£unit_3£ Lost One Trebuchet"
 lost_one_art_b_3DESCR: ""
 lost_one_inf_a_4: "£unit_4£ Lost One Archer"
 lost_one_inf_a_4DESCR: ""
 lost_one_inf_b_4: "£unit_4£ Lost One Warrior"
 lost_one_inf_b_4DESCR: ""
 lost_one_inf_c_4: "£unit_4£ Lost One Spellcaster"
 lost_one_inf_c_4DESCR: ""
 lost_one_cav_a_4: "£unit_4£ Lost One Light Cavalry"
 lost_one_cav_a_4DESCR: ""
 lost_one_cav_b_4: "£unit_4£ Lost One Heavy Cavalry"
 lost_one_cav_b_4DESCR: ""
 lost_one_art_a_4: "£unit_4£ Lost One Catapult"
 lost_one_art_a_4DESCR: ""
 lost_one_art_b_4: "£unit_4£ Lost One Trebuchet"
 lost_one_art_b_4DESCR: ""
 lost_one_inf_a_5: "£unit_5£ Lost One Archer"
 lost_one_inf_a_5DESCR: ""
 lost_one_inf_b_5: "£unit_5£ Lost One Warrior"
 lost_one_inf_b_5DESCR: ""
 lost_one_inf_c_5: "£unit_5£ Lost One Spellcaster"
 lost_one_inf_c_5DESCR: ""
 lost_one_cav_a_5: "£unit_5£ Lost One Light Cavalry"
 lost_one_cav_a_5DESCR: ""
 lost_one_cav_b_5: "£unit_5£ Lost One Heavy Cavalry"
 lost_one_cav_b_5DESCR: ""
 lost_one_art_a_5: "£unit_5£ Lost One Catapult"
 lost_one_art_a_5DESCR: ""
 lost_one_art_b_5: "£unit_5£ Lost One Trebuchet"
 lost_one_art_b_5DESCR: ""

 botani_inf_a_1: "£unit_1£ Botani Archer"
 botani_inf_a_1DESCR: ""
 botani_inf_b_1: "£unit_1£ Botani Warrior"
 botani_inf_b_1DESCR: ""
 botani_inf_c_1: "£unit_1£ Botani Spellcaster"
 botani_inf_c_1DESCR: ""
 botani_cav_a_1: "£unit_1£ Botani Light Cavalry"
 botani_cav_a_1DESCR: ""
 botani_cav_b_1: "£unit_1£ Botani Heavy Cavalry"
 botani_cav_b_1DESCR: ""
 botani_art_a_1: "£unit_1£ Botani Catapult"
 botani_art_a_1DESCR: ""
 botani_art_b_1: "£unit_1£ Botani Trebuchet"
 botani_art_b_1DESCR: ""
 botani_inf_a_2: "£unit_2£ Botani Archer"
 botani_inf_a_2DESCR: ""
 botani_inf_b_2: "£unit_2£ Botani Warrior"
 botani_inf_b_2DESCR: ""
 botani_inf_c_2: "£unit_2£ Botani Spellcaster"
 botani_inf_c_2DESCR: ""
 botani_cav_a_2: "£unit_2£ Botani Light Cavalry"
 botani_cav_a_2DESCR: ""
 botani_cav_b_2: "£unit_2£ Botani Heavy Cavalry"
 botani_cav_b_2DESCR: ""
 botani_art_a_2: "£unit_2£ Botani Catapult"
 botani_art_a_2DESCR: ""
 botani_art_b_2: "£unit_2£ Botani Trebuchet"
 botani_art_b_2DESCR: ""
 botani_inf_a_3: "£unit_3£ Botani Archer"
 botani_inf_a_3DESCR: ""
 botani_inf_b_3: "£unit_3£ Botani Warrior"
 botani_inf_b_3DESCR: ""
 botani_inf_c_3: "£unit_3£ Botani Spellcaster"
 botani_inf_c_3DESCR: ""
 botani_cav_a_3: "£unit_3£ Botani Light Cavalry"
 botani_cav_a_3DESCR: ""
 botani_cav_b_3: "£unit_3£ Botani Heavy Cavalry"
 botani_cav_b_3DESCR: ""
 botani_art_a_3: "£unit_3£ Botani Catapult"
 botani_art_a_3DESCR: ""
 botani_art_b_3: "£unit_3£ Botani Trebuchet"
 botani_art_b_3DESCR: ""
 botani_inf_a_4: "£unit_4£ Botani Archer"
 botani_inf_a_4DESCR: ""
 botani_inf_b_4: "£unit_4£ Botani Warrior"
 botani_inf_b_4DESCR: ""
 botani_inf_c_4: "£unit_4£ Botani Spellcaster"
 botani_inf_c_4DESCR: ""
 botani_cav_a_4: "£unit_4£ Botani Light Cavalry"
 botani_cav_a_4DESCR: ""
 botani_cav_b_4: "£unit_4£ Botani Heavy Cavalry"
 botani_cav_b_4DESCR: ""
 botani_art_a_4: "£unit_4£ Botani Catapult"
 botani_art_a_4DESCR: ""
 botani_art_b_4: "£unit_4£ Botani Trebuchet"
 botani_art_b_4DESCR: ""
 botani_inf_a_5: "£unit_5£ Botani Archer"
 botani_inf_a_5DESCR: ""
 botani_inf_b_5: "£unit_5£ Botani Warrior"
 botani_inf_b_5DESCR: ""
 botani_inf_c_5: "£unit_5£ Botani Spellcaster"
 botani_inf_c_5DESCR: ""
 botani_cav_a_5: "£unit_5£ Botani Light Cavalry"
 botani_cav_a_5DESCR: ""
 botani_cav_b_5: "£unit_5£ Botani Heavy Cavalry"
 botani_cav_b_5DESCR: ""
 botani_art_a_5: "£unit_5£ Botani Catapult"
 botani_art_a_5DESCR: ""
 botani_art_b_5: "£unit_5£ Botani Trebuchet"
 botani_art_b_5DESCR: ""

 podling_inf_a_1: "£unit_1£ Podling Archer"
 podling_inf_a_1DESCR: ""
 podling_inf_b_1: "£unit_1£ Podling Warrior"
 podling_inf_b_1DESCR: ""
 podling_inf_c_1: "£unit_1£ Podling Spellcaster"
 podling_inf_c_1DESCR: ""
 podling_cav_a_1: "£unit_1£ Podling Light Cavalry"
 podling_cav_a_1DESCR: ""
 podling_cav_b_1: "£unit_1£ Podling Heavy Cavalry"
 podling_cav_b_1DESCR: ""
 podling_art_a_1: "£unit_1£ Podling Catapult"
 podling_art_a_1DESCR: ""
 podling_art_b_1: "£unit_1£ Podling Trebuchet"
 podling_art_b_1DESCR: ""
 podling_inf_a_2: "£unit_2£ Podling Archer"
 podling_inf_a_2DESCR: ""
 podling_inf_b_2: "£unit_2£ Podling Warrior"
 podling_inf_b_2DESCR: ""
 podling_inf_c_2: "£unit_2£ Podling Spellcaster"
 podling_inf_c_2DESCR: ""
 podling_cav_a_2: "£unit_2£ Podling Light Cavalry"
 podling_cav_a_2DESCR: ""
 podling_cav_b_2: "£unit_2£ Podling Heavy Cavalry"
 podling_cav_b_2DESCR: ""
 podling_art_a_2: "£unit_2£ Podling Catapult"
 podling_art_a_2DESCR: ""
 podling_art_b_2: "£unit_2£ Podling Trebuchet"
 podling_art_b_2DESCR: ""
 podling_inf_a_3: "£unit_3£ Podling Archer"
 podling_inf_a_3DESCR: ""
 podling_inf_b_3: "£unit_3£ Podling Warrior"
 podling_inf_b_3DESCR: ""
 podling_inf_c_3: "£unit_3£ Podling Spellcaster"
 podling_inf_c_3DESCR: ""
 podling_cav_a_3: "£unit_3£ Podling Light Cavalry"
 podling_cav_a_3DESCR: ""
 podling_cav_b_3: "£unit_3£ Podling Heavy Cavalry"
 podling_cav_b_3DESCR: ""
 podling_art_a_3: "£unit_3£ Podling Catapult"
 podling_art_a_3DESCR: ""
 podling_art_b_3: "£unit_3£ Podling Trebuchet"
 podling_art_b_3DESCR: ""
 podling_inf_a_4: "£unit_4£ Podling Archer"
 podling_inf_a_4DESCR: ""
 podling_inf_b_4: "£unit_4£ Podling Warrior"
 podling_inf_b_4DESCR: ""
 podling_inf_c_4: "£unit_4£ Podling Spellcaster"
 podling_inf_c_4DESCR: ""
 podling_cav_a_4: "£unit_4£ Podling Light Cavalry"
 podling_cav_a_4DESCR: ""
 podling_cav_b_4: "£unit_4£ Podling Heavy Cavalry"
 podling_cav_b_4DESCR: ""
 podling_art_a_4: "£unit_4£ Podling Catapult"
 podling_art_a_4DESCR: ""
 podling_art_b_4: "£unit_4£ Podling Trebuchet"
 podling_art_b_4DESCR: ""
 podling_inf_a_5: "£unit_5£ Podling Archer"
 podling_inf_a_5DESCR: ""
 podling_inf_b_5: "£unit_5£ Podling Warrior"
 podling_inf_b_5DESCR: ""
 podling_inf_c_5: "£unit_5£ Podling Spellcaster"
 podling_inf_c_5DESCR: ""
 podling_cav_a_5: "£unit_5£ Podling Light Cavalry"
 podling_cav_a_5DESCR: ""
 podling_cav_b_5: "£unit_5£ Podling Heavy Cavalry"
 podling_cav_b_5DESCR: ""
 podling_art_a_5: "£unit_5£ Podling Catapult"
 podling_art_a_5DESCR: ""
 podling_art_b_5: "£unit_5£ Podling Trebuchet"
 podling_art_b_5DESCR: ""

 pale_orc_inf_a_1: "£unit_1£ Pale Orc Archer"
 pale_orc_inf_a_1DESCR: ""
 pale_orc_inf_b_1: "£unit_1£ Pale Orc Warrior"
 pale_orc_inf_b_1DESCR: ""
 pale_orc_inf_c_1: "£unit_1£ Pale Orc Spellcaster"
 pale_orc_inf_c_1DESCR: ""
 pale_orc_cav_a_1: "£unit_1£ Pale Orc Light Cavalry"
 pale_orc_cav_a_1DESCR: ""
 pale_orc_cav_b_1: "£unit_1£ Pale Orc Heavy Cavalry"
 pale_orc_cav_b_1DESCR: ""
 pale_orc_art_a_1: "£unit_1£ Pale Orc Catapult"
 pale_orc_art_a_1DESCR: ""
 pale_orc_art_b_1: "£unit_1£ Pale Orc Trebuchet"
 pale_orc_art_b_1DESCR: ""
 pale_orc_inf_a_2: "£unit_2£ Pale Orc Archer"
 pale_orc_inf_a_2DESCR: ""
 pale_orc_inf_b_2: "£unit_2£ Pale Orc Warrior"
 pale_orc_inf_b_2DESCR: ""
 pale_orc_inf_c_2: "£unit_2£ Pale Orc Spellcaster"
 pale_orc_inf_c_2DESCR: ""
 pale_orc_cav_a_2: "£unit_2£ Pale Orc Light Cavalry"
 pale_orc_cav_a_2DESCR: ""
 pale_orc_cav_b_2: "£unit_2£ Pale Orc Heavy Cavalry"
 pale_orc_cav_b_2DESCR: ""
 pale_orc_art_a_2: "£unit_2£ Pale Orc Catapult"
 pale_orc_art_a_2DESCR: ""
 pale_orc_art_b_2: "£unit_2£ Pale Orc Trebuchet"
 pale_orc_art_b_2DESCR: ""
 pale_orc_inf_a_3: "£unit_3£ Pale Orc Archer"
 pale_orc_inf_a_3DESCR: ""
 pale_orc_inf_b_3: "£unit_3£ Pale Orc Warrior"
 pale_orc_inf_b_3DESCR: ""
 pale_orc_inf_c_3: "£unit_3£ Pale Orc Spellcaster"
 pale_orc_inf_c_3DESCR: ""
 pale_orc_cav_a_3: "£unit_3£ Pale Orc Light Cavalry"
 pale_orc_cav_a_3DESCR: ""
 pale_orc_cav_b_3: "£unit_3£ Pale Orc Heavy Cavalry"
 pale_orc_cav_b_3DESCR: ""
 pale_orc_art_a_3: "£unit_3£ Pale Orc Catapult"
 pale_orc_art_a_3DESCR: ""
 pale_orc_art_b_3: "£unit_3£ Pale Orc Trebuchet"
 pale_orc_art_b_3DESCR: ""
 pale_orc_inf_a_4: "£unit_4£ Pale Orc Archer"
 pale_orc_inf_a_4DESCR: ""
 pale_orc_inf_b_4: "£unit_4£ Pale Orc Warrior"
 pale_orc_inf_b_4DESCR: ""
 pale_orc_inf_c_4: "£unit_4£ Pale Orc Spellcaster"
 pale_orc_inf_c_4DESCR: ""
 pale_orc_cav_a_4: "£unit_4£ Pale Orc Light Cavalry"
 pale_orc_cav_a_4DESCR: ""
 pale_orc_cav_b_4: "£unit_4£ Pale Orc Heavy Cavalry"
 pale_orc_cav_b_4DESCR: ""
 pale_orc_art_a_4: "£unit_4£ Pale Orc Catapult"
 pale_orc_art_a_4DESCR: ""
 pale_orc_art_b_4: "£unit_4£ Pale Orc Trebuchet"
 pale_orc_art_b_4DESCR: ""
 pale_orc_inf_a_5: "£unit_5£ Pale Orc Archer"
 pale_orc_inf_a_5DESCR: ""
 pale_orc_inf_b_5: "£unit_5£ Pale Orc Warrior"
 pale_orc_inf_b_5DESCR: ""
 pale_orc_inf_c_5: "£unit_5£ Pale Orc Spellcaster"
 pale_orc_inf_c_5DESCR: ""
 pale_orc_cav_a_5: "£unit_5£ Pale Orc Light Cavalry"
 pale_orc_cav_a_5DESCR: ""
 pale_orc_cav_b_5: "£unit_5£ Pale Orc Heavy Cavalry"
 pale_orc_cav_b_5DESCR: ""
 pale_orc_art_a_5: "£unit_5£ Pale Orc Catapult"
 pale_orc_art_a_5DESCR: ""
 pale_orc_art_b_5: "£unit_5£ Pale Orc Trebuchet"
 pale_orc_art_b_5DESCR: ""

 fel_orc_inf_a_1: "£unit_1£ Fel Orc Archer"
 fel_orc_inf_a_1DESCR: ""
 fel_orc_inf_b_1: "£unit_1£ Fel Orc Warrior"
 fel_orc_inf_b_1DESCR: ""
 fel_orc_inf_c_1: "£unit_1£ Fel Orc Spellcaster"
 fel_orc_inf_c_1DESCR: ""
 fel_orc_cav_a_1: "£unit_1£ Fel Orc Light Cavalry"
 fel_orc_cav_a_1DESCR: ""
 fel_orc_cav_b_1: "£unit_1£ Fel Orc Heavy Cavalry"
 fel_orc_cav_b_1DESCR: ""
 fel_orc_art_a_1: "£unit_1£ Fel Orc Catapult"
 fel_orc_art_a_1DESCR: ""
 fel_orc_art_b_1: "£unit_1£ Fel Orc Trebuchet"
 fel_orc_art_b_1DESCR: ""
 fel_orc_inf_a_2: "£unit_2£ Fel Orc Archer"
 fel_orc_inf_a_2DESCR: ""
 fel_orc_inf_b_2: "£unit_2£ Fel Orc Warrior"
 fel_orc_inf_b_2DESCR: ""
 fel_orc_inf_c_2: "£unit_2£ Fel Orc Spellcaster"
 fel_orc_inf_c_2DESCR: ""
 fel_orc_cav_a_2: "£unit_2£ Fel Orc Light Cavalry"
 fel_orc_cav_a_2DESCR: ""
 fel_orc_cav_b_2: "£unit_2£ Fel Orc Heavy Cavalry"
 fel_orc_cav_b_2DESCR: ""
 fel_orc_art_a_2: "£unit_2£ Fel Orc Catapult"
 fel_orc_art_a_2DESCR: ""
 fel_orc_art_b_2: "£unit_2£ Fel Orc Trebuchet"
 fel_orc_art_b_2DESCR: ""
 fel_orc_inf_a_3: "£unit_3£ Fel Orc Archer"
 fel_orc_inf_a_3DESCR: ""
 fel_orc_inf_b_3: "£unit_3£ Fel Orc Warrior"
 fel_orc_inf_b_3DESCR: ""
 fel_orc_inf_c_3: "£unit_3£ Fel Orc Spellcaster"
 fel_orc_inf_c_3DESCR: ""
 fel_orc_cav_a_3: "£unit_3£ Fel Orc Light Cavalry"
 fel_orc_cav_a_3DESCR: ""
 fel_orc_cav_b_3: "£unit_3£ Fel Orc Heavy Cavalry"
 fel_orc_cav_b_3DESCR: ""
 fel_orc_art_a_3: "£unit_3£ Fel Orc Catapult"
 fel_orc_art_a_3DESCR: ""
 fel_orc_art_b_3: "£unit_3£ Fel Orc Trebuchet"
 fel_orc_art_b_3DESCR: ""
 fel_orc_inf_a_4: "£unit_4£ Fel Orc Archer"
 fel_orc_inf_a_4DESCR: ""
 fel_orc_inf_b_4: "£unit_4£ Fel Orc Warrior"
 fel_orc_inf_b_4DESCR: ""
 fel_orc_inf_c_4: "£unit_4£ Fel Orc Spellcaster"
 fel_orc_inf_c_4DESCR: ""
 fel_orc_cav_a_4: "£unit_4£ Fel Orc Light Cavalry"
 fel_orc_cav_a_4DESCR: ""
 fel_orc_cav_b_4: "£unit_4£ Fel Orc Heavy Cavalry"
 fel_orc_cav_b_4DESCR: ""
 fel_orc_art_a_4: "£unit_4£ Fel Orc Catapult"
 fel_orc_art_a_4DESCR: ""
 fel_orc_art_b_4: "£unit_4£ Fel Orc Trebuchet"
 fel_orc_art_b_4DESCR: ""
 fel_orc_inf_a_5: "£unit_5£ Fel Orc Archer"
 fel_orc_inf_a_5DESCR: ""
 fel_orc_inf_b_5: "£unit_5£ Fel Orc Warrior"
 fel_orc_inf_b_5DESCR: ""
 fel_orc_inf_c_5: "£unit_5£ Fel Orc Spellcaster"
 fel_orc_inf_c_5DESCR: ""
 fel_orc_cav_a_5: "£unit_5£ Fel Orc Light Cavalry"
 fel_orc_cav_a_5DESCR: ""
 fel_orc_cav_b_5: "£unit_5£ Fel Orc Heavy Cavalry"
 fel_orc_cav_b_5DESCR: ""
 fel_orc_art_a_5: "£unit_5£ Fel Orc Catapult"
 fel_orc_art_a_5DESCR: ""
 fel_orc_art_b_5: "£unit_5£ Fel Orc Trebuchet"
 fel_orc_art_b_5DESCR: ""

 arakkoa_inf_a_1: "£unit_1£ Arakkoa Archer"
 arakkoa_inf_a_1DESCR: ""
 arakkoa_inf_b_1: "£unit_1£ Arakkoa Warrior"
 arakkoa_inf_b_1DESCR: ""
 arakkoa_inf_c_1: "£unit_1£ Arakkoa Spellcaster"
 arakkoa_inf_c_1DESCR: ""
 arakkoa_cav_a_1: "£unit_1£ Arakkoa Light Cavalry"
 arakkoa_cav_a_1DESCR: ""
 arakkoa_cav_b_1: "£unit_1£ Arakkoa Heavy Cavalry"
 arakkoa_cav_b_1DESCR: ""
 arakkoa_art_a_1: "£unit_1£ Arakkoa Catapult"
 arakkoa_art_a_1DESCR: ""
 arakkoa_art_b_1: "£unit_1£ Arakkoa Trebuchet"
 arakkoa_art_b_1DESCR: ""
 arakkoa_inf_a_2: "£unit_2£ Arakkoa Archer"
 arakkoa_inf_a_2DESCR: ""
 arakkoa_inf_b_2: "£unit_2£ Arakkoa Warrior"
 arakkoa_inf_b_2DESCR: ""
 arakkoa_inf_c_2: "£unit_2£ Arakkoa Spellcaster"
 arakkoa_inf_c_2DESCR: ""
 arakkoa_cav_a_2: "£unit_2£ Arakkoa Light Cavalry"
 arakkoa_cav_a_2DESCR: ""
 arakkoa_cav_b_2: "£unit_2£ Arakkoa Heavy Cavalry"
 arakkoa_cav_b_2DESCR: ""
 arakkoa_art_a_2: "£unit_2£ Arakkoa Catapult"
 arakkoa_art_a_2DESCR: ""
 arakkoa_art_b_2: "£unit_2£ Arakkoa Trebuchet"
 arakkoa_art_b_2DESCR: ""
 arakkoa_inf_a_3: "£unit_3£ Arakkoa Archer"
 arakkoa_inf_a_3DESCR: ""
 arakkoa_inf_b_3: "£unit_3£ Arakkoa Warrior"
 arakkoa_inf_b_3DESCR: ""
 arakkoa_inf_c_3: "£unit_3£ Arakkoa Spellcaster"
 arakkoa_inf_c_3DESCR: ""
 arakkoa_cav_a_3: "£unit_3£ Arakkoa Light Cavalry"
 arakkoa_cav_a_3DESCR: ""
 arakkoa_cav_b_3: "£unit_3£ Arakkoa Heavy Cavalry"
 arakkoa_cav_b_3DESCR: ""
 arakkoa_art_a_3: "£unit_3£ Arakkoa Catapult"
 arakkoa_art_a_3DESCR: ""
 arakkoa_art_b_3: "£unit_3£ Arakkoa Trebuchet"
 arakkoa_art_b_3DESCR: ""
 arakkoa_inf_a_4: "£unit_4£ Arakkoa Archer"
 arakkoa_inf_a_4DESCR: ""
 arakkoa_inf_b_4: "£unit_4£ Arakkoa Warrior"
 arakkoa_inf_b_4DESCR: ""
 arakkoa_inf_c_4: "£unit_4£ Arakkoa Spellcaster"
 arakkoa_inf_c_4DESCR: ""
 arakkoa_cav_a_4: "£unit_4£ Arakkoa Light Cavalry"
 arakkoa_cav_a_4DESCR: ""
 arakkoa_cav_b_4: "£unit_4£ Arakkoa Heavy Cavalry"
 arakkoa_cav_b_4DESCR: ""
 arakkoa_art_a_4: "£unit_4£ Arakkoa Catapult"
 arakkoa_art_a_4DESCR: ""
 arakkoa_art_b_4: "£unit_4£ Arakkoa Trebuchet"
 arakkoa_art_b_4DESCR: ""
 arakkoa_inf_a_5: "£unit_5£ Arakkoa Archer"
 arakkoa_inf_a_5DESCR: ""
 arakkoa_inf_b_5: "£unit_5£ Arakkoa Warrior"
 arakkoa_inf_b_5DESCR: ""
 arakkoa_inf_c_5: "£unit_5£ Arakkoa Spellcaster"
 arakkoa_inf_c_5DESCR: ""
 arakkoa_cav_a_5: "£unit_5£ Arakkoa Light Cavalry"
 arakkoa_cav_a_5DESCR: ""
 arakkoa_cav_b_5: "£unit_5£ Arakkoa Heavy Cavalry"
 arakkoa_cav_b_5DESCR: ""
 arakkoa_art_a_5: "£unit_5£ Arakkoa Catapult"
 arakkoa_art_a_5DESCR: ""
 arakkoa_art_b_5: "£unit_5£ Arakkoa Trebuchet"
 arakkoa_art_b_5DESCR: ""

 fallen_arakkoa_inf_a_1: "£unit_1£ Fallen Arakkoa Archer"
 fallen_arakkoa_inf_a_1DESCR: ""
 fallen_arakkoa_inf_b_1: "£unit_1£ Fallen Arakkoa Warrior"
 fallen_arakkoa_inf_b_1DESCR: ""
 fallen_arakkoa_inf_c_1: "£unit_1£ Fallen Arakkoa Spellcaster"
 fallen_arakkoa_inf_c_1DESCR: ""
 fallen_arakkoa_cav_a_1: "£unit_1£ Fallen Arakkoa Light Cavalry"
 fallen_arakkoa_cav_a_1DESCR: ""
 fallen_arakkoa_cav_b_1: "£unit_1£ Fallen Arakkoa Heavy Cavalry"
 fallen_arakkoa_cav_b_1DESCR: ""
 fallen_arakkoa_art_a_1: "£unit_1£ Fallen Arakkoa Catapult"
 fallen_arakkoa_art_a_1DESCR: ""
 fallen_arakkoa_art_b_1: "£unit_1£ Fallen Arakkoa Trebuchet"
 fallen_arakkoa_art_b_1DESCR: ""
 fallen_arakkoa_inf_a_2: "£unit_2£ Fallen Arakkoa Archer"
 fallen_arakkoa_inf_a_2DESCR: ""
 fallen_arakkoa_inf_b_2: "£unit_2£ Fallen Arakkoa Warrior"
 fallen_arakkoa_inf_b_2DESCR: ""
 fallen_arakkoa_inf_c_2: "£unit_2£ Fallen Arakkoa Spellcaster"
 fallen_arakkoa_inf_c_2DESCR: ""
 fallen_arakkoa_cav_a_2: "£unit_2£ Fallen Arakkoa Light Cavalry"
 fallen_arakkoa_cav_a_2DESCR: ""
 fallen_arakkoa_cav_b_2: "£unit_2£ Fallen Arakkoa Heavy Cavalry"
 fallen_arakkoa_cav_b_2DESCR: ""
 fallen_arakkoa_art_a_2: "£unit_2£ Fallen Arakkoa Catapult"
 fallen_arakkoa_art_a_2DESCR: ""
 fallen_arakkoa_art_b_2: "£unit_2£ Fallen Arakkoa Trebuchet"
 fallen_arakkoa_art_b_2DESCR: ""
 fallen_arakkoa_inf_a_3: "£unit_3£ Fallen Arakkoa Archer"
 fallen_arakkoa_inf_a_3DESCR: ""
 fallen_arakkoa_inf_b_3: "£unit_3£ Fallen Arakkoa Warrior"
 fallen_arakkoa_inf_b_3DESCR: ""
 fallen_arakkoa_inf_c_3: "£unit_3£ Fallen Arakkoa Spellcaster"
 fallen_arakkoa_inf_c_3DESCR: ""
 fallen_arakkoa_cav_a_3: "£unit_3£ Fallen Arakkoa Light Cavalry"
 fallen_arakkoa_cav_a_3DESCR: ""
 fallen_arakkoa_cav_b_3: "£unit_3£ Fallen Arakkoa Heavy Cavalry"
 fallen_arakkoa_cav_b_3DESCR: ""
 fallen_arakkoa_art_a_3: "£unit_3£ Fallen Arakkoa Catapult"
 fallen_arakkoa_art_a_3DESCR: ""
 fallen_arakkoa_art_b_3: "£unit_3£ Fallen Arakkoa Trebuchet"
 fallen_arakkoa_art_b_3DESCR: ""
 fallen_arakkoa_inf_a_4: "£unit_4£ Fallen Arakkoa Archer"
 fallen_arakkoa_inf_a_4DESCR: ""
 fallen_arakkoa_inf_b_4: "£unit_4£ Fallen Arakkoa Warrior"
 fallen_arakkoa_inf_b_4DESCR: ""
 fallen_arakkoa_inf_c_4: "£unit_4£ Fallen Arakkoa Spellcaster"
 fallen_arakkoa_inf_c_4DESCR: ""
 fallen_arakkoa_cav_a_4: "£unit_4£ Fallen Arakkoa Light Cavalry"
 fallen_arakkoa_cav_a_4DESCR: ""
 fallen_arakkoa_cav_b_4: "£unit_4£ Fallen Arakkoa Heavy Cavalry"
 fallen_arakkoa_cav_b_4DESCR: ""
 fallen_arakkoa_art_a_4: "£unit_4£ Fallen Arakkoa Catapult"
 fallen_arakkoa_art_a_4DESCR: ""
 fallen_arakkoa_art_b_4: "£unit_4£ Fallen Arakkoa Trebuchet"
 fallen_arakkoa_art_b_4DESCR: ""
 fallen_arakkoa_inf_a_5: "£unit_5£ Fallen Arakkoa Archer"
 fallen_arakkoa_inf_a_5DESCR: ""
 fallen_arakkoa_inf_b_5: "£unit_5£ Fallen Arakkoa Warrior"
 fallen_arakkoa_inf_b_5DESCR: ""
 fallen_arakkoa_inf_c_5: "£unit_5£ Fallen Arakkoa Spellcaster"
 fallen_arakkoa_inf_c_5DESCR: ""
 fallen_arakkoa_cav_a_5: "£unit_5£ Fallen Arakkoa Light Cavalry"
 fallen_arakkoa_cav_a_5DESCR: ""
 fallen_arakkoa_cav_b_5: "£unit_5£ Fallen Arakkoa Heavy Cavalry"
 fallen_arakkoa_cav_b_5DESCR: ""
 fallen_arakkoa_art_a_5: "£unit_5£ Fallen Arakkoa Catapult"
 fallen_arakkoa_art_a_5DESCR: ""
 fallen_arakkoa_art_b_5: "£unit_5£ Fallen Arakkoa Trebuchet"
